id,home_ownership,annual_inc,loan_amnt,term,grade,loan_status
974392,MORTGAGE,130000,20000, 36 months,B,Fully Paid
974413,RENT,50000,2400, 36 months,A,Fully Paid
974416,MORTGAGE,82000,14000, 60 months,C,Current
974424,MORTGAGE,110000,20000, 60 months,B,Fully Paid
974430,RENT,57600,10000, 36 months,A,Fully Paid
974518,RENT,44000,3400, 36 months,C,Fully Paid
974536,RENT,48000,19200, 60 months,B,Charged Off
974540,MORTGAGE,60000,1500, 36 months,B,Fully Paid
974543,MORTGAGE,32000,3100, 36 months,A,Charged Off
974557,RENT,36000,10000, 36 months,A,Fully Paid
974619,RENT,85000,12000, 36 months,A,Fully Paid
974649,MORTGAGE,160000,14400, 60 months,E,Fully Paid
974653,RENT,39000,16000, 60 months,C,Fully Paid
974671,RENT,45000,7000, 36 months,A,Fully Paid
974704,MORTGAGE,92800,20000, 60 months,D,Fully Paid
974740,OWN,35000,8000, 36 months,B,Fully Paid
974750,MORTGAGE,46700,7200, 36 months,B,Fully Paid
974756,RENT,50000,6400, 36 months,B,Fully Paid
974774,RENT,100000,1000, 36 months,B,Fully Paid
974781,OWN,60000,14000, 60 months,A,Fully Paid
974819,MORTGAGE,88500,2700, 36 months,C,Fully Paid
974837,RENT,60000,12000, 36 months,A,Fully Paid
974856,MORTGAGE,122000,16000, 36 months,C,Fully Paid
974862,MORTGAGE,55000,32000, 60 months,B,Fully Paid
974904,RENT,30000,7000, 36 months,A,Fully Paid
974929,MORTGAGE,106000,35000, 60 months,B,Fully Paid
974938,MORTGAGE,70000,5500, 36 months,C,Fully Paid
974941,RENT,150000,15000, 36 months,B,Charged Off
974952,MORTGAGE,87000,3000, 36 months,A,Charged Off
974958,MORTGAGE,48000,10950, 36 months,A,Fully Paid
974970,MORTGAGE,82000,12000, 36 months,A,Fully Paid
974992,MORTGAGE,38880,9500, 36 months,A,Fully Paid
975001,OWN,20988,3600, 36 months,B,Fully Paid
975041,RENT,68500,30000, 60 months,C,Fully Paid
975058,MORTGAGE,100000,5000, 36 months,B,Fully Paid
975059,MORTGAGE,300000,12000, 36 months,D,Fully Paid
975094,MORTGAGE,63000,30000, 60 months,B,Current
975107,RENT,73000,34475, 60 months,C,Fully Paid
975109,MORTGAGE,54000,14400, 60 months,E,Charged Off
975133,RENT,66397,20000, 60 months,D,Fully Paid
975134,RENT,85000,13600, 36 months,A,Fully Paid
975146,RENT,30000,2000, 36 months,B,Charged Off
975150,MORTGAGE,42000,3000, 36 months,A,Fully Paid
975156,MORTGAGE,128000,35000, 60 months,F,Charged Off
975766,RENT,60000,3600, 36 months,A,Fully Paid
975777,MORTGAGE,72000,12000, 60 months,C,Current
975796,MORTGAGE,90000,10400, 60 months,F,Charged Off
975797,RENT,67500,20000, 60 months,D,Fully Paid
975798,RENT,115000,9000, 36 months,C,Charged Off
975805,RENT,50000,25000, 60 months,E,Current
975807,RENT,38400,5000, 36 months,C,Fully Paid
975843,RENT,26400,5000, 36 months,A,Fully Paid
975846,OWN,40000,2500, 36 months,C,Fully Paid
975902,RENT,90000,12000, 36 months,A,Fully Paid
975903,RENT,54000,3625, 36 months,A,Fully Paid
975937,MORTGAGE,38769,2400, 36 months,A,Fully Paid
975945,OWN,60996,17500, 60 months,B,Current
975968,MORTGAGE,97000,4000, 36 months,A,Fully Paid
975995,MORTGAGE,75000,6000, 36 months,A,Fully Paid
976009,RENT,55000,10000, 36 months,B,Fully Paid
976016,RENT,185000,15000, 36 months,C,Fully Paid
976022,OWN,38400,1000, 36 months,A,Fully Paid
976025,MORTGAGE,140000,24000, 60 months,B,Charged Off
976028,RENT,26400,10000, 36 months,E,Fully Paid
976067,MORTGAGE,82000,1000, 36 months,C,Fully Paid
976073,OWN,36000,4000, 36 months,D,Fully Paid
976075,MORTGAGE,89204,18000, 36 months,A,Fully Paid
976079,RENT,125000,3000, 36 months,C,Fully Paid
976084,MORTGAGE,120000,7100, 36 months,A,Fully Paid
976108,RENT,33198,7000, 36 months,C,Charged Off
976110,OWN,19200,2400, 36 months,B,Fully Paid
976145,RENT,82500,18000, 36 months,B,Charged Off
976150,MORTGAGE,55000,18000, 60 months,B,Fully Paid
976164,RENT,80000,21250, 60 months,G,Charged Off
976180,RENT,39996,5000, 36 months,A,Fully Paid
976184,MORTGAGE,45336,16000, 60 months,D,Current
976194,RENT,103000,12000, 60 months,E,Current
976229,OWN,95004,2800, 36 months,B,Fully Paid
976240,RENT,100000,10000, 36 months,A,Fully Paid
976241,OWN,31200,15000, 60 months,B,Charged Off
976282,RENT,52500,8000, 36 months,A,Fully Paid
976283,OWN,33000,2500, 36 months,A,Fully Paid
976284,MORTGAGE,120000,7000, 36 months,A,Fully Paid
976290,RENT,45000,20000, 60 months,E,Current
976344,MORTGAGE,57600,6000, 36 months,A,Fully Paid
976345,RENT,12732,1550, 36 months,C,Charged Off
976384,MORTGAGE,59774,8600, 36 months,E,Fully Paid
976390,OWN,36000,18500, 60 months,B,Current
976489,RENT,60000,20000, 60 months,E,Current
976502,RENT,18000,5500, 36 months,B,Charged Off
976508,MORTGAGE,101400,5600, 36 months,A,Fully Paid
976542,RENT,14400,3600, 36 months,A,Fully Paid
976565,RENT,35000,7000, 36 months,B,Fully Paid
976577,MORTGAGE,140000,21800, 60 months,F,Charged Off
976592,MORTGAGE,31200,2400, 36 months,D,Charged Off
976611,RENT,30000,1000, 36 months,A,Fully Paid
976629,MORTGAGE,82776,19075, 60 months,C,Fully Paid
976664,MORTGAGE,90000,12000, 60 months,B,Fully Paid
976685,RENT,75000,2200, 36 months,A,Fully Paid
976700,MORTGAGE,86625,14825, 36 months,A,Fully Paid
976704,RENT,50000,10000, 36 months,A,Fully Paid
976712,RENT,73000,14400, 60 months,D,Fully Paid
976725,MORTGAGE,108000,15000, 36 months,A,Fully Paid
976729,MORTGAGE,116000,10000, 36 months,A,Fully Paid
976747,RENT,33000,16000, 60 months,C,Charged Off
976761,MORTGAGE,65000,2200, 36 months,B,Fully Paid
976762,RENT,47496,3500, 36 months,B,Fully Paid
976782,MORTGAGE,100000,24000, 60 months,C,Charged Off
976811,RENT,60000,9600, 36 months,A,Fully Paid
976841,RENT,40800,12000, 36 months,A,Fully Paid
976844,RENT,77000,3500, 36 months,A,Fully Paid
976845,MORTGAGE,86000,21000, 36 months,A,Fully Paid
976860,MORTGAGE,120000,28000, 36 months,A,Fully Paid
976866,RENT,75000,4000, 36 months,C,Fully Paid
976873,RENT,12000,2000, 36 months,B,Fully Paid
976878,RENT,36000,4200, 36 months,C,Fully Paid
976906,MORTGAGE,100000,35000, 60 months,G,Fully Paid
976913,MORTGAGE,128000,35000, 36 months,A,Fully Paid
976945,RENT,42600,12000, 36 months,B,Fully Paid
976952,RENT,60000,18000, 60 months,D,Fully Paid
976982,MORTGAGE,42000,12500, 60 months,B,Current
977021,RENT,24000,9600, 36 months,B,Fully Paid
977042,MORTGAGE,140000,22000, 36 months,A,Fully Paid
977052,RENT,60000,14000, 60 months,C,Charged Off
977053,RENT,74000,12600, 36 months,B,Fully Paid
977057,RENT,28800,5000, 36 months,A,Fully Paid
977063,MORTGAGE,50000,4625, 60 months,B,Current
977077,RENT,75000,16000, 36 months,A,Fully Paid
977092,MORTGAGE,65000,30000, 60 months,B,Current
977111,MORTGAGE,100500,35000, 60 months,B,Current
977120,RENT,81300,29000, 36 months,B,Fully Paid
977140,MORTGAGE,98400,24000, 60 months,D,Fully Paid
977147,RENT,120000,8000, 36 months,D,Fully Paid
977182,MORTGAGE,55000,21000, 60 months,D,Current
977204,OWN,40000,20000, 60 months,B,Fully Paid
977211,MORTGAGE,62400,8500, 36 months,B,Charged Off
977217,RENT,62467,7250, 36 months,B,Fully Paid
977232,MORTGAGE,46000,13700, 60 months,E,Fully Paid
977241,RENT,48000,11000, 60 months,D,Fully Paid
977249,RENT,34000,8000, 36 months,A,Fully Paid
977252,MORTGAGE,250000,31400, 36 months,C,Fully Paid
977264,RENT,37000,8400, 36 months,B,Fully Paid
977277,MORTGAGE,175000,20000, 60 months,B,Current
977281,MORTGAGE,55000,12800, 60 months,B,Current
977294,MORTGAGE,86730,12000, 60 months,F,Fully Paid
977313,RENT,25000,9600, 36 months,C,Fully Paid
977327,RENT,60240,25975, 60 months,D,Fully Paid
977333,RENT,38400,2400, 36 months,B,Fully Paid
977338,OWN,55000,29175, 60 months,B,Current
977383,MORTGAGE,54000,14275, 60 months,E,Fully Paid
977426,RENT,32400,12000, 60 months,C,Charged Off
977431,MORTGAGE,85000,18000, 36 months,B,Charged Off
977465,MORTGAGE,70000,12000, 36 months,B,Fully Paid
977474,MORTGAGE,70000,30000, 36 months,B,Fully Paid
977507,MORTGAGE,35000,12000, 36 months,B,Fully Paid
977511,RENT,21300,6000, 36 months,C,Fully Paid
977518,MORTGAGE,200000,35000, 60 months,C,Fully Paid
977526,RENT,42000,6500, 36 months,C,Fully Paid
977528,MORTGAGE,120000,30000, 36 months,A,Fully Paid
977560,OWN,48000,24000, 36 months,B,Fully Paid
977582,MORTGAGE,46800,12725, 36 months,B,Fully Paid
977591,RENT,83000,6300, 36 months,B,Fully Paid
977595,OWN,31216,14000, 36 months,B,Fully Paid
977611,MORTGAGE,68000,24000, 60 months,F,Fully Paid
977612,RENT,60000,12650, 36 months,A,Fully Paid
977614,RENT,207000,12000, 60 months,E,Fully Paid
977616,RENT,62000,4500, 36 months,B,Charged Off
977637,MORTGAGE,76486,6000, 36 months,A,Fully Paid
977644,OWN,49200,18000, 60 months,C,Fully Paid
977670,MORTGAGE,33804,15000, 60 months,B,Fully Paid
977671,RENT,32004,2200, 60 months,B,Fully Paid
977674,MORTGAGE,55000,8000, 36 months,A,Fully Paid
977699,OWN,63623,20000, 60 months,B,Fully Paid
977707,MORTGAGE,60000,3000, 36 months,B,Fully Paid
977708,MORTGAGE,50000,22000, 60 months,B,Fully Paid
977727,MORTGAGE,59000,3600, 36 months,A,Fully Paid
977732,MORTGAGE,60000,18000, 60 months,C,Fully Paid
977741,MORTGAGE,130900,4800, 36 months,B,Fully Paid
977753,RENT,54000,15000, 60 months,C,Fully Paid
977772,OWN,44400,25000, 60 months,E,Current
977773,OWN,16000,3000, 36 months,A,Fully Paid
977775,MORTGAGE,86000,8500, 36 months,A,Fully Paid
977792,OWN,24000,12000, 36 months,A,Fully Paid
977812,OWN,65000,18000, 60 months,D,Charged Off
977839,MORTGAGE,38397,15850, 60 months,C,Charged Off
977857,RENT,130000,16000, 36 months,A,Fully Paid
977859,MORTGAGE,130000,28000, 60 months,B,Fully Paid
977893,RENT,88000,10000, 36 months,B,Fully Paid
977900,RENT,54000,6000, 36 months,A,Fully Paid
977914,MORTGAGE,82000,10000, 36 months,A,Fully Paid
977981,MORTGAGE,400000,17625, 60 months,G,Charged Off
977986,RENT,31000,15000, 60 months,F,Fully Paid
977988,MORTGAGE,110000,21000, 60 months,E,Fully Paid
978009,MORTGAGE,116000,25000, 60 months,B,Fully Paid
978015,RENT,33280,9600, 36 months,C,Fully Paid
978016,RENT,60000,10000, 60 months,E,Charged Off
978077,MORTGAGE,65000,8000, 36 months,D,Charged Off
978090,MORTGAGE,120000,6000, 36 months,D,Fully Paid
978142,RENT,50000,8000, 36 months,C,Fully Paid
978147,MORTGAGE,125000,30000, 60 months,B,Fully Paid
978172,MORTGAGE,60000,3950, 36 months,B,Fully Paid
978177,MORTGAGE,86400,16200, 36 months,C,Fully Paid
978217,MORTGAGE,42500,4800, 36 months,A,Fully Paid
978229,RENT,31200,12000, 60 months,C,Charged Off
978254,RENT,63000,12000, 36 months,A,Fully Paid
978280,MORTGAGE,91000,2400, 36 months,B,Fully Paid
978282,RENT,28000,8700, 36 months,A,Fully Paid
978303,RENT,35000,16000, 60 months,C,Fully Paid
978315,MORTGAGE,78000,8000, 36 months,A,Fully Paid
978326,RENT,36000,6500, 60 months,B,Fully Paid
978335,MORTGAGE,84554,3600, 36 months,A,Fully Paid
978372,RENT,48000,6025, 36 months,B,Fully Paid
978379,MORTGAGE,90000,4000, 36 months,A,Fully Paid
978391,RENT,85200,8000, 60 months,D,Fully Paid
978406,MORTGAGE,117500,35000, 60 months,C,Current
978407,RENT,65000,19950, 60 months,B,Fully Paid
978420,MORTGAGE,90000,12000, 60 months,B,Current
978426,MORTGAGE,61200,8000, 36 months,A,Fully Paid
978429,OWN,60000,9000, 36 months,B,Fully Paid
978431,MORTGAGE,66000,25000, 60 months,F,Charged Off
978434,OWN,82000,21000, 36 months,C,Fully Paid
978436,MORTGAGE,125000,24000, 36 months,C,Fully Paid
978446,RENT,45000,12000, 60 months,E,Fully Paid
978458,RENT,160000,35000, 36 months,C,Fully Paid
978463,RENT,63900,8000, 36 months,A,Fully Paid
978485,MORTGAGE,54150,22250, 60 months,D,Fully Paid
978488,MORTGAGE,40000,18000, 60 months,B,Current
978498,RENT,36000,5200, 60 months,D,Charged Off
978511,MORTGAGE,80000,3000, 36 months,C,Charged Off
978527,RENT,105000,35000, 60 months,G,Fully Paid
978549,RENT,18000,5500, 60 months,F,Charged Off
978582,RENT,42000,2500, 36 months,D,Charged Off
978584,MORTGAGE,40000,2000, 36 months,A,Fully Paid
978592,MORTGAGE,47500,12800, 60 months,B,Current
978602,RENT,65000,17000, 60 months,B,Charged Off
978606,RENT,60000,5500, 60 months,E,Fully Paid
978610,RENT,30000,11000, 36 months,B,Fully Paid
978623,MORTGAGE,80000,15000, 60 months,C,Fully Paid
978627,MORTGAGE,70000,12000, 36 months,B,Fully Paid
978645,RENT,20400,6000, 36 months,A,Fully Paid
978652,MORTGAGE,50000,21850, 36 months,B,Fully Paid
978660,RENT,42000,4000, 60 months,B,Fully Paid
978679,MORTGAGE,175000,25000, 60 months,B,Fully Paid
978722,RENT,41000,5000, 36 months,A,Charged Off
978745,MORTGAGE,50004,4200, 60 months,A,Fully Paid
978763,RENT,35000,6000, 36 months,A,Fully Paid
978766,MORTGAGE,81000,10000, 36 months,C,Fully Paid
978770,RENT,81000,12000, 36 months,D,Fully Paid
978771,MORTGAGE,43200,12000, 60 months,C,Fully Paid
978774,RENT,25591,5000, 36 months,B,Fully Paid
978779,RENT,58000,8500, 36 months,C,Fully Paid
978812,RENT,21600,7000, 36 months,A,Fully Paid
978823,RENT,51000,3000, 36 months,A,Fully Paid
978828,RENT,50000,11400, 36 months,D,Fully Paid
978833,RENT,54000,10000, 36 months,A,Fully Paid
978836,RENT,30696,15250, 60 months,F,Current
978851,MORTGAGE,74000,17000, 36 months,C,Fully Paid
978860,MORTGAGE,30000,13225, 60 months,A,Fully Paid
978861,RENT,85000,15000, 36 months,A,Fully Paid
978874,RENT,35000,7200, 36 months,B,Fully Paid
978877,OWN,66000,20000, 60 months,B,Fully Paid
978904,RENT,85000,16000, 36 months,A,Fully Paid
978920,MORTGAGE,98000,10000, 36 months,A,Fully Paid
978941,RENT,40000,3500, 36 months,A,Fully Paid
978944,MORTGAGE,58044,8875, 36 months,A,Charged Off
978948,RENT,36000,5000, 36 months,A,Fully Paid
978962,MORTGAGE,82000,6000, 36 months,A,Fully Paid
978992,RENT,78000,27500, 60 months,B,Fully Paid
978993,MORTGAGE,105000,30000, 60 months,B,Current
979032,RENT,47000,5000, 36 months,A,Fully Paid
979074,MORTGAGE,60000,16000, 36 months,A,Fully Paid
979090,MORTGAGE,55000,15000, 60 months,C,Charged Off
979102,RENT,40000,4200, 60 months,C,Fully Paid
979107,MORTGAGE,45000,22500, 60 months,C,Fully Paid
979114,MORTGAGE,92000,14000, 36 months,A,Fully Paid
979132,RENT,34000,6000, 36 months,B,Fully Paid
979141,MORTGAGE,50000,6300, 36 months,A,Fully Paid
979157,RENT,18000,1600, 60 months,E,Fully Paid
979169,MORTGAGE,40000,13200, 60 months,C,Charged Off
979176,MORTGAGE,60000,4000, 36 months,A,Fully Paid
979177,RENT,46500,15000, 60 months,E,Current
979183,MORTGAGE,96000,7000, 36 months,A,Fully Paid
979205,MORTGAGE,52000,15000, 60 months,A,Fully Paid
979271,MORTGAGE,120000,11000, 36 months,A,Fully Paid
979272,MORTGAGE,25500,7850, 36 months,C,Fully Paid
979287,MORTGAGE,100000,25000, 60 months,F,Charged Off
979294,MORTGAGE,180000,16000, 36 months,A,Fully Paid
979302,MORTGAGE,102540,1500, 36 months,A,Fully Paid
979316,MORTGAGE,45600,10000, 36 months,C,Fully Paid
979317,RENT,73000,18800, 60 months,B,Current
979334,RENT,60000,9800, 36 months,C,Fully Paid
979572,MORTGAGE,40000,4500, 36 months,A,Fully Paid
979575,MORTGAGE,225000,35000, 36 months,B,Charged Off
979576,MORTGAGE,120000,20000, 60 months,B,Fully Paid
979580,MORTGAGE,37000,3600, 36 months,B,Fully Paid
979592,RENT,36000,5000, 60 months,C,Current
979612,MORTGAGE,100000,12000, 36 months,A,Fully Paid
979618,RENT,85000,18500, 36 months,A,Charged Off
979646,MORTGAGE,100995,16000, 36 months,A,Fully Paid
979654,MORTGAGE,31776,6000, 36 months,A,Fully Paid
979659,RENT,57000,5000, 36 months,B,Charged Off
979666,MORTGAGE,144000,30000, 60 months,G,Charged Off
979667,RENT,54000,20000, 60 months,B,Fully Paid
979677,MORTGAGE,360000,20000, 60 months,D,Current
979689,RENT,115000,18000, 36 months,A,Charged Off
979704,RENT,75000,19200, 60 months,D,Charged Off
979730,MORTGAGE,67692,23200, 36 months,C,Fully Paid
979752,MORTGAGE,25000,6000, 36 months,A,Fully Paid
979778,OWN,22800,7000, 36 months,A,Charged Off
979789,MORTGAGE,88000,16000, 60 months,D,Fully Paid
979814,MORTGAGE,58000,19000, 60 months,E,Fully Paid
979819,MORTGAGE,40904,12000, 60 months,B,Fully Paid
979822,MORTGAGE,174000,8800, 36 months,C,Fully Paid
979826,MORTGAGE,76000,9150, 36 months,D,Fully Paid
979827,MORTGAGE,60000,13800, 60 months,B,Fully Paid
979834,MORTGAGE,80000,14225, 60 months,B,Current
979840,MORTGAGE,144000,35000, 36 months,A,Fully Paid
979842,MORTGAGE,115000,35000, 60 months,F,Fully Paid
979858,MORTGAGE,216000,21000, 36 months,A,Fully Paid
979860,OWN,45000,7000, 36 months,A,Fully Paid
979863,MORTGAGE,100000,7600, 36 months,A,Fully Paid
979864,RENT,32500,2000, 36 months,D,Fully Paid
979880,MORTGAGE,72000,17000, 36 months,A,Fully Paid
979881,MORTGAGE,250000,20000, 60 months,D,Charged Off
979899,RENT,50000,14475, 36 months,C,Fully Paid
979926,RENT,42000,12000, 60 months,C,Fully Paid
979932,RENT,31200,3600, 36 months,A,Fully Paid
979937,OWN,55000,6700, 36 months,D,Fully Paid
979950,MORTGAGE,70000,10000, 36 months,C,Fully Paid
980033,MORTGAGE,113500,35000, 60 months,G,Charged Off
980064,MORTGAGE,80000,12000, 60 months,E,Fully Paid
980072,MORTGAGE,42996,12000, 60 months,B,Current
980075,MORTGAGE,170004,30000, 60 months,F,Fully Paid
980105,OWN,30000,18000, 60 months,B,Charged Off
980136,MORTGAGE,142000,35000, 60 months,D,Fully Paid
980142,RENT,49152,6000, 36 months,A,Fully Paid
980174,MORTGAGE,84000,25000, 60 months,D,Current
980191,RENT,56000,2400, 36 months,A,Fully Paid
980193,RENT,28800,5000, 36 months,B,Fully Paid
980207,RENT,285000,21000, 36 months,B,Fully Paid
980209,RENT,43000,9575, 36 months,A,Fully Paid
980215,RENT,160000,8000, 36 months,B,Fully Paid
980228,MORTGAGE,175000,8000, 36 months,A,Fully Paid
980230,MORTGAGE,38000,15200, 60 months,E,Current
980234,MORTGAGE,76800,12000, 36 months,A,Fully Paid
980239,RENT,45000,6000, 36 months,B,Fully Paid
980260,RENT,18000,3000, 36 months,B,Fully Paid
980270,MORTGAGE,50000,27000, 60 months,C,Fully Paid
980278,RENT,86400,16875, 36 months,A,Fully Paid
980283,RENT,26400,4000, 36 months,A,Fully Paid
980289,RENT,64000,12000, 36 months,B,Charged Off
980293,MORTGAGE,74000,20000, 60 months,F,Charged Off
980312,RENT,18000,2000, 36 months,A,Charged Off
980336,RENT,40000,20000, 60 months,B,Current
980339,RENT,76500,19500, 60 months,B,Fully Paid
980365,RENT,53285,4000, 36 months,A,Fully Paid
980378,RENT,70720,16000, 60 months,E,Charged Off
980381,RENT,21600,3800, 36 months,D,Charged Off
980395,MORTGAGE,120000,30000, 60 months,B,Current
980397,MORTGAGE,50000,4800, 60 months,A,Current
980428,MORTGAGE,86400,13800, 60 months,B,Fully Paid
980446,RENT,46000,22000, 60 months,B,Fully Paid
980473,MORTGAGE,58000,29175, 60 months,D,Current
980494,RENT,215000,16000, 60 months,E,Charged Off
980513,MORTGAGE,57700,9000, 36 months,A,Fully Paid
980522,MORTGAGE,90000,23000, 60 months,B,Fully Paid
980540,MORTGAGE,53000,11000, 36 months,C,Fully Paid
980542,MORTGAGE,187000,10000, 36 months,A,Fully Paid
980552,RENT,77000,14000, 60 months,D,Current
980968,MORTGAGE,65000,19200, 60 months,D,Fully Paid
980996,MORTGAGE,66000,8000, 36 months,C,Charged Off
981005,MORTGAGE,80000,10000, 36 months,A,Fully Paid
981033,RENT,93158,7800, 36 months,D,Fully Paid
981177,RENT,15600,2000, 36 months,A,Fully Paid
981365,MORTGAGE,80000,19200, 60 months,D,Current
981387,MORTGAGE,25920,11325, 36 months,B,Fully Paid
981396,MORTGAGE,55000,6500, 36 months,A,Fully Paid
981410,MORTGAGE,90000,25000, 60 months,D,Fully Paid
981423,RENT,54000,16000, 36 months,A,Fully Paid
981435,OWN,48000,8000, 36 months,D,Fully Paid
981451,RENT,94000,7200, 36 months,A,Fully Paid
981456,MORTGAGE,101000,25000, 60 months,D,Current
981458,RENT,42100,3200, 60 months,E,Fully Paid
981465,MORTGAGE,77736,8000, 36 months,A,Fully Paid
981482,MORTGAGE,80000,35000, 60 months,C,Charged Off
981504,RENT,78000,14275, 36 months,B,Fully Paid
981507,RENT,97000,21000, 36 months,A,Fully Paid
981516,MORTGAGE,103200,35000, 60 months,B,Charged Off
981531,RENT,34800,2000, 36 months,B,Fully Paid
981540,MORTGAGE,146885,35000, 60 months,B,Fully Paid
981571,RENT,60000,6200, 36 months,B,Fully Paid
981596,RENT,50000,8000, 36 months,A,Fully Paid
981604,MORTGAGE,72000,35000, 60 months,F,Fully Paid
981610,MORTGAGE,70000,4000, 36 months,F,Charged Off
981611,MORTGAGE,126000,15000, 36 months,A,Fully Paid
981620,RENT,124000,10000, 36 months,C,Fully Paid
981627,OWN,47052,16200, 60 months,D,Fully Paid
981639,OWN,54000,15000, 36 months,C,Fully Paid
981667,MORTGAGE,45000,8500, 36 months,C,Charged Off
981670,RENT,26000,6600, 36 months,B,Fully Paid
981683,OWN,50000,9175, 36 months,E,Fully Paid
981693,MORTGAGE,60000,30000, 60 months,B,Current
981695,RENT,60000,21600, 36 months,C,Charged Off
981720,MORTGAGE,215004,30000, 60 months,F,Fully Paid
981721,RENT,15600,2800, 36 months,B,Fully Paid
981750,MORTGAGE,81600,35000, 60 months,E,Charged Off
981778,MORTGAGE,85000,12000, 60 months,B,Fully Paid
981781,MORTGAGE,67500,14400, 36 months,B,Fully Paid
981809,MORTGAGE,68808,20000, 36 months,C,Fully Paid
981817,MORTGAGE,52500,23675, 60 months,B,Current
981842,RENT,32000,8000, 36 months,A,Fully Paid
981855,RENT,108000,10000, 36 months,B,Fully Paid
981875,MORTGAGE,55000,25000, 60 months,D,Fully Paid
981878,MORTGAGE,75000,16400, 60 months,D,Charged Off
981900,MORTGAGE,46000,11000, 36 months,B,Fully Paid
981904,RENT,15000,4375, 36 months,B,Fully Paid
981911,RENT,45000,16425, 36 months,C,Fully Paid
981913,MORTGAGE,103800,10000, 36 months,C,Fully Paid
981922,MORTGAGE,40000,3000, 36 months,B,Fully Paid
981929,MORTGAGE,160000,30000, 60 months,F,Charged Off
981950,RENT,36996,13500, 60 months,E,Fully Paid
981976,MORTGAGE,100000,8400, 36 months,C,Charged Off
981980,MORTGAGE,85000,15000, 36 months,B,Fully Paid
981989,RENT,77000,30750, 60 months,F,Charged Off
981998,MORTGAGE,43000,9000, 36 months,B,Fully Paid
982001,MORTGAGE,105000,3000, 36 months,C,Fully Paid
982007,MORTGAGE,57600,10625, 36 months,B,Fully Paid
982009,MORTGAGE,56000,14075, 60 months,B,Current
982018,MORTGAGE,52000,14300, 36 months,B,Charged Off
982027,RENT,40000,12000, 60 months,C,Fully Paid
982035,MORTGAGE,385000,19925, 36 months,A,Fully Paid
982047,RENT,38400,3600, 36 months,B,Fully Paid
982070,RENT,92000,16500, 36 months,B,Fully Paid
982124,MORTGAGE,64000,21000, 60 months,C,Fully Paid
982130,MORTGAGE,24000,5000, 36 months,A,Fully Paid
982138,RENT,60000,7200, 36 months,C,Fully Paid
982161,MORTGAGE,240000,35000, 36 months,A,Fully Paid
982170,MORTGAGE,87048,17600, 36 months,A,Fully Paid
982209,MORTGAGE,87996,30000, 60 months,D,Current
982218,MORTGAGE,70000,14000, 60 months,A,Charged Off
982253,RENT,40277,15000, 36 months,B,Fully Paid
982256,MORTGAGE,52645,2000, 36 months,B,Charged Off
982285,RENT,22000,1400, 36 months,F,Fully Paid
982309,RENT,60000,20000, 60 months,B,Fully Paid
982314,MORTGAGE,72000,6000, 36 months,B,Charged Off
982320,MORTGAGE,120000,12000, 36 months,A,Fully Paid
982991,MORTGAGE,75000,14000, 36 months,A,Fully Paid
983626,RENT,75000,12000, 60 months,C,Fully Paid
983632,MORTGAGE,115742,7000, 36 months,A,Fully Paid
983669,MORTGAGE,120000,10000, 36 months,A,Fully Paid
983704,MORTGAGE,135000,6700, 36 months,A,Fully Paid
983729,RENT,68000,6500, 36 months,A,Fully Paid
983747,MORTGAGE,42000,8000, 36 months,A,Fully Paid
983758,RENT,65000,9000, 36 months,A,Fully Paid
983769,OWN,62000,20000, 60 months,D,Current
983780,RENT,82100,12200, 36 months,A,Fully Paid
983800,RENT,18072,3000, 36 months,A,Fully Paid
983802,RENT,36900,16000, 36 months,A,Fully Paid
983816,RENT,55000,8575, 36 months,C,Fully Paid
983818,MORTGAGE,170000,11000, 36 months,A,Fully Paid
983821,MORTGAGE,38000,16450, 60 months,E,Fully Paid
983839,RENT,70000,7800, 36 months,A,Fully Paid
983843,RENT,61368,13500, 60 months,D,Current
983890,MORTGAGE,61400,21000, 60 months,G,Charged Off
983893,RENT,155000,8000, 36 months,A,Fully Paid
983930,RENT,110000,6000, 36 months,A,Fully Paid
983966,OWN,47000,6000, 36 months,A,Fully Paid
983992,RENT,48996,6000, 36 months,C,Charged Off
984056,MORTGAGE,54000,8500, 36 months,B,Fully Paid
984074,RENT,69996,3500, 36 months,A,Fully Paid
984102,RENT,36000,12000, 60 months,D,Fully Paid
984107,RENT,46900,14000, 36 months,C,Fully Paid
984113,MORTGAGE,225000,30000, 36 months,E,Fully Paid
984141,MORTGAGE,50400,24000, 36 months,B,Fully Paid
984146,RENT,36000,3000, 36 months,B,Fully Paid
984147,MORTGAGE,100000,18000, 60 months,D,Fully Paid
984148,RENT,42000,7000, 36 months,A,Charged Off
984168,MORTGAGE,50400,15000, 36 months,A,Charged Off
984182,MORTGAGE,49000,16800, 60 months,B,Current
984216,RENT,91200,5000, 36 months,C,Fully Paid
984263,MORTGAGE,132000,2400, 60 months,B,Fully Paid
984277,RENT,64000,9000, 36 months,A,Fully Paid
984290,RENT,100000,5000, 36 months,B,Fully Paid
984292,OWN,37000,10000, 36 months,C,Fully Paid
984300,RENT,33000,18000, 36 months,B,Fully Paid
984361,RENT,67200,8000, 36 months,A,Fully Paid
984383,MORTGAGE,74000,5000, 36 months,A,Fully Paid
984397,MORTGAGE,88000,10000, 60 months,C,Current
984402,MORTGAGE,95000,15000, 36 months,B,Fully Paid
984405,MORTGAGE,75000,19000, 60 months,E,Fully Paid
